"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"에너지관리기사","필기응시[명]","명","3534","3409","5497","7187","8997",
"에너지관리기사","필기합격[명]","명","1527","1299","2149","2529","3041",
"에너지관리기사","필기합격률[%]","%","43.21","38.11","39.09","35.19","33.8",
"에너지관리기사","실기접수[명]","명","2525","2641","3228","4876","5904",
"에너지관리기사","실기응시[명]","명","2260","2242","2815","4240","5209",
"에너지관리기사","실기합격[명]","명","1221","1210","622","1126","2052",
"에너지관리기사","실기합격률[%]","%","54.03","53.97","22.1","26.56","39.39",
"기상기사","필기접수[명]","명","502","479","556","532","574",
"기상기사","필기응시[명]","명","414","404","443","367","409",
"기상기사","필기합격[명]","명","234","257","280","202","215",
"기상기사","필기합격률[%]","%","56.52","63.61","63.21","55.04","52.57",
"기상기사","실기접수[명]","명","425","399","358","375","346",
"기상기사","실기응시[명]","명","354","352","321","318","301",
"기상기사","실기합격[명]","명","142","202","198","79","174",
"기상기사","실기합격률[%]","%","40.11","57.39","61.68","24.84","57.81",
"기상감정기사","필기접수[명]","명","84","82","78","105","91",
"기상감정기사","필기응시[명]","명","62","53","59","56","53",
"기상감정기사","필기합격[명]","명","42","36","42","42","26",
"기상감정기사","필기합격률[%]","%","67.74","67.92","71.19","75","49.06",
"기상감정기사","실기접수[명]","명","53","38","42","47","37",
"기상감정기사","실기응시[명]","명","50","35","36","37","29",
"기상감정기사","실기합격[명]","명","32","10","20","16","8",
"기상감정기사","실기합격률[%]","%","64","28.57","55.56","43.24","27.59",
"산업기사","필기접수[명]","명","307010","260877","346139","348124","379094",
"산업기사","필기응시[명]","명","233938","201265","239490","228600","246088",
"산업기사","필기합격[명]","명","90710","85422","95811","87434","97423",
"산업기사","필기합격률[%]","%","38.78","42.44","40.01","38.25","39.59",
"산업기사","실기접수[명]","명","134739","145373","151892","144205","149899",
"산업기사","실기응시[명]","명","115773","120267","129684","120129","125697",
"산업기사","실기합격[명]","명","56105","52949","59890","53968","59554",
"산업기사","실기합격률[%]","%","48.46","44.03","46.18","44.93","47.38",
"경영.회계.사무","필기접수[명]","명","1468","1114","1266","1075","1229",
"경영.회계.사무","필기응시[명]","명","1037","784","667","546","544",
"경영.회계.사무","필기합격[명]","명","424","336","256","150","160",
"경영.회계.사무","필기합격률[%]","%","40.89","42.86","38.38","27.47","29.41",
"경영.회계.사무","실기접수[명]","명","582","554","385","235","225",
"경영.회계.사무","실기응시[명]","명","494","445","339","205","193",
"경영.회계.사무","실기합격[명]","명","222","207","164","81","100",
"경영.회계.사무","실기합격률[%]","%","44.94","46.52","48.38","39.51","51.81",
"생산관리","필기접수[명]","명","1468","1114","1266","1075","1229",
"생산관리","필기응시[명]","명","1037","784","667","546","544",
"생산관리","필기합격[명]","명","424","336","256","150","160",
"생산관리","필기합격률[%]","%","40.89","42.86","38.38","27.47","29.41",
"생산관리","실기접수[명]","명","582","554","385","235","225",
"생산관리","실기응시[명]","명","494","445","339","205","193",
"생산관리","실기합격[명]","명","222","207","164","81","100",
"생산관리","실기합격률[%]","%","44.94","46.52","48.38","39.51","51.81",
"품질경영산업기사","필기접수[명]","명","1443","1092","1252","1075","1207",
"품질경영산업기사","필기응시[명]","명","1015","767","658","546","530",
"품질경영산업기사","필기합격[명]","명","413","331","251","150","153",
"품질경영산업기사","필기합격률[%]","%","40.69","43.16","38.15","27.47","28.87",
"품질경영산업기사","실기접수[명]","명","573","546","378","232","219",
"품질경영산업기사","실기응시[명]","명","485","439","332","202","187",
"품질경영산업기사","실기합격[명]","명","218","207","163","80","97",
"품질경영산업기사","실기합격률[%]","%","44.95","47.15","49.1","39.6","51.87",
"포장산업기사","필기접수[명]","명","25","22","14","0","22",
"포장산업기사","필기응시[명]","명","22","17","9","0","14",
"포장산업기사","필기합격[명]","명","11","5","5","0","7",
"포장산업기사","필기합격률[%]","%","50","29.41","55.56","0","50",
"포장산업기사","실기접수[명]","명","9","8","7","3","6",
"포장산업기사","실기응시[명]","명","9","6","7","3","6",
"포장산업기사","실기합격[명]","명","4","0","1","1","3",
"포장산업기사","실기합격률[%]","%","44.44","0","14.29","33.33","50",
"문화.예술.디자인.방송","필기접수[명]","명","4414","3435","4833","3795","3459",
"문화.예술.디자인.방송","필기응시[명]","명","3495","2798","3621","2576","2337",
"문화.예술.디자인.방송","필기합격[명]","명","2010","1944","2104","1469","1337",
"문화.예술.디자인.방송","필기합격률[%]","%","57.51","69.48","58.11","57.03","57.21",
"문화.예술.디자인.방송","실기접수[명]","명","2509","2434","2354","2079","1631",
"문화.예술.디자인.방송","실기응시[명]","명","2162","2019","2045","1773","1362",
"문화.예술.디자인.방송","실기합격[명]","명","987","945","1112","896","747",
"문화.예술.디자인.방송","실기합격률[%]","%","45.65","46.81","54.38","50.54","54.85",
"디자인","필기접수[명]","명","4389","3417","4824","3786","3452",
"디자인","필기응시[명]","명","3479","2785","3617","2571","2333",
"디자인","필기합격[명]","명","2005","1942","2102","1469","1335",
"디자인","필기합격률[%]","%","57.63","69.73","58.11","57.14","57.22",
"디자인","실기접수[명]","명","2504","2433","2353","2079","1629",
"디자인","실기응시[명]","명","2157","2018","2044","1773","1360",
"디자인","실기합격[명]","명","984","945","1111","896","746",
"디자인","실기합격률[%]","%","45.62","46.83","54.35","50.54","54.85",
"제품디자인산업기사","필기접수[명]","명","73","75","49","63","59",
"제품디자인산업기사","필기응시[명]","명","61","63","32","42","38",
"제품디자인산업기사","필기합격[명]","명","42","39","15","27","25",
"제품디자인산업기사","필기합격률[%]","%","68.85","61.9","46.88","64.29","65.79",
"제품디자인산업기사","실기접수[명]","명","38","34","20","24","21",
"제품디자인산업기사","실기응시[명]","명","37","27","14","20","17",
"제품디자인산업기사","실기합격[명]","명","21","14","8","15","10",
"제품디자인산업기사","실기합격률[%]","%","56.76","51.85","57.14","75","58.82",
"시각디자인산업기사","필기접수[명]","명","1051","841","1218","941","870",
"시각디자인산업기사","필기응시[명]","명","837","666","925","703","583",
"시각디자인산업기사","필기합격[명]","명","556","499","649","465","437",
"시각디자인산업기사","필기합격률[%]","%","66.43","74.92","70.16","66.15","74.96",
"시각디자인산업기사","실기접수[명]","명","703","698","720","629","536",
"시각디자인산업기사","실기응시[명]","명","601","594","630","540","450",
"시각디자인산업기사","실기합격[명]","명","287","324","294","311","242",
"시각디자인산업기사","실기합격률[%]","%","47.75","54.55","46.67","57.59","53.78",
"컬러리스트산업기사","필기접수[명]","명","3265","2501","3557","2782","2523",
"컬러리스트산업기사","필기응시[명]","명","2581","2056","2660","1826","1712",
"컬러리스트산업기사","필기합격[명]","명","1407","1404","1438","977","873",
"컬러리스트산업기사","필기합격률[%]","%","54.51","68.29","54.06","53.5","50.99",
"컬러리스트산업기사","실기접수[명]","명","1763","1701","1613","1426","1072",
"컬러리스트산업기사","실기응시[명]","명","1519","1397","1400","1213","893",
"컬러리스트산업기사","실기합격[명]","명","676","607","809","570","494",
"컬러리스트산업기사","실기합격률[%]","%","44.5","43.45","57.79","46.99","55.32",
"방송","필기접수[명]","명","25","18","9","9","7",
"방송","필기응시[명]","명","16","13","4","5","4",
"방송","필기합격[명]","명","5","2","2","0","2",
"방송","필기합격률[%]","%","31.25","15.38","50","0","50",
"방송","실기접수[명]","명","5","1","1","0","2",
"방송","실기응시[명]","명","5","1","1","0","2",
"방송","실기합격[명]","명","3","0","1","0","1",
"방송","실기합격률[%]","%","60","0","100","0","50",
"영사산업기사","필기접수[명]","명","25","18","9","9","7",
"영사산업기사","필기응시[명]","명","16","13","4","5","4",
"영사산업기사","필기합격[명]","명","5","2","2","0","2",
"영사산업기사","필기합격률[%]","%","31.25","15.38","50","0","50",
"영사산업기사","실기접수[명]","명","5","1","1","0","2",
"영사산업기사","실기응시[명]","명","5","1","1","0","2",
"영사산업기사","실기합격[명]","명","3","0","1","0","1",
"영사산업기사","실기합격률[%]","%","60","0","100","0","50",
"운전.운송","필기접수[명]","명","519","578","982","886","1073",
"운전.운송","필기응시[명]","명","443","498","850","727","889",
"운전.운송","필기합격[명]","명","146","251","481","398","579",
"운전.운송","필기합격률[%]","%","32.96","50.4","56.59","54.75","65.13",
"운전.운송","실기접수[명]","명","168","256","479","415","617",
"운전.운송","실기응시[명]","명","163","253","473","400","602",
"운전.운송","실기합격[명]","명","138","241","444","339","546",
"운전.운송","실기합격률[%]","%","84.66","95.26","93.87","84.75","90.7",
"운전.운송","필기접수[명]","명","519","578","982","886","1073",
"운전.운송","필기응시[명]","명","443","498","850","727","889",
"운전.운송","필기합격[명]","명","146","251","481","398","579",
"운전.운송","필기합격률[%]","%","32.96","50.4","56.59","54.75","65.13",
"운전.운송","실기접수[명]","명","168","256","479","415","617",
"운전.운송","실기응시[명]","명","163","253","473","400","602",
"운전.운송","실기합격[명]","명","138","241","444","339","546",
"운전.운송","실기합격률[%]","%","84.66","95.26","93.87","84.75","90.7",
"철도운송산업기사","필기접수[명]","명","519","578","982","886","1073",
"철도운송산업기사","필기응시[명]","명","443","498","850","727","889",
"철도운송산업기사","필기합격[명]","명","146","251","481","398","579",
"철도운송산업기사","필기합격률[%]","%","32.96","50.4","56.59","54.75","65.13",
"철도운송산업기사","실기접수[명]","명","168","256","479","415","617",
"철도운송산업기사","실기응시[명]","명","163","253","473","400","602",
"철도운송산업기사","실기합격[명]","명","138","241","444","339","546",
"철도운송산업기사","실기합격률[%]","%","84.66","95.26","93.87","84.75","90.7",
"음식서비스","필기접수[명]","명","998","902","1545","1533","1798",
"음식서비스","필기응시[명]","명","834","764","1259","1233","1437",
"음식서비스","필기합격[명]","명","409","358","747","572","713",
"음식서비스","필기합격률[%]","%","49.04","46.86","59.33","46.39","49.62",
"음식서비스","실기접수[명]","명","607","681","942","898","845",
"음식서비스","실기응시[명]","명","550","607","869","795","752",
"음식서비스","실기합격[명]","명","153","137","243","250","272",
"음식서비스","실기합격률[%]","%","27.82","22.57","27.96","31.45","36.17",
"조리","필기접수[명]","명","998","902","1545","1533","1798",
"조리","필기응시[명]","명","834","764","1259","1233","1437",
"조리","필기합격[명]","명","409","358","747","572","713",
"조리","필기합격률[%]","%","49.04","46.86","59.33","46.39","49.62",
"조리","실기접수[명]","명","607","681","942","898","845",
"조리","실기응시[명]","명","550","607","869","795","752",
"조리","실기합격[명]","명","153","137","243","250","272",
"조리","실기합격률[%]","%","27.82","22.57","27.96","31.45","36.17",
"한식조리산업기사","필기접수[명]","명","762","714","1114","1048","1078",
"한식조리산업기사","필기응시[명]","명","645","587","904","830","841",
"한식조리산업기사","필기합격[명]","명","299","270","538","359","383",
"한식조리산업기사","필기합격률[%]","%","46.36","46","59.51","43.25","45.54",
"한식조리산업기사","실기접수[명]","명","448","504","676","702","549",
"한식조리산업기사","실기응시[명]","명","409","456","620","613","476",
"한식조리산업기사","실기합격[명]","명","107","98","162","181","160",
"한식조리산업기사","실기합격률[%]","%","26.16","21.49","26.13","29.53","33.61",
"양식조리산업기사","필기접수[명]","명","87","77","194","211","248",
"양식조리산업기사","필기응시[명]","명","65","73","157","171","197",
"양식조리산업기사","필기합격[명]","명","33","30","85","89","103",
"양식조리산업기사","필기합격률[%]","%","50.77","41.1","54.14","52.05","52.28",
"양식조리산업기사","실기접수[명]","명","39","44","92","72","100",
"양식조리산업기사","실기응시[명]","명","32","35","88","65","93",
"양식조리산업기사","실기합격[명]","명","11","9","27","19","36",
"양식조리산업기사","실기합격률[%]","%","34.38","25.71","30.68","29.23","38.71",
"일식조리산업기사","필기접수[명]","명","28","16","60","0","118",
"일식조리산업기사","필기응시[명]","명","18","13","49","0","95",
"일식조리산업기사","필기합격[명]","명","7","4","27","0","54",
"일식조리산업기사","필기합격률[%]","%","38.89","30.77","55.1","0","56.84",
"일식조리산업기사","실기접수[명]","명","12","21","27","7","40",
"일식조리산업기사","실기응시[명]","명","12","19","24","5","37",
"일식조리산업기사","실기합격[명]","명","5","9","8","2","23",
"일식조리산업기사","실기합격률[%]","%","41.67","47.37","33.33","40","62.16",
"중식조리산업기사","필기접수[명]","명","51","44","84","151","186",
"중식조리산업기사","필기응시[명]","명","46","42","73","130","157",
"중식조리산업기사","필기합격[명]","명","27","21","46","63","75",
"중식조리산업기사","필기합격률[%]","%","58.7","50","63.01","48.46","47.77",
"중식조리산업기사","실기접수[명]","명","39","46","63","51","63",
"중식조리산업기사","실기응시[명]","명","33","40","58","51","57",
"중식조리산업기사","실기합격[명]","명","10","9","24","22","26",
"중식조리산업기사","실기합격률[%]","%","30.3","22.5","41.38","43.14","45.61",
"복어조리산업기사","필기접수[명]","명","70","51","93","123","168",
"복어조리산업기사","필기응시[명]","명","60","49","76","102","147",
"복어조리산업기사","필기합격[명]","명","43","33","51","61","98",
"복어조리산업기사","필기합격률[%]","%","71.67","67.35","67.11","59.8","66.67",
"복어조리산업기사","실기접수[명]","명","69","66","84","66","93",
"복어조리산업기사","실기응시[명]","명","64","57","79","61","89",
"복어조리산업기사","실기합격[명]","명","20","12","22","26","27",
"복어조리산업기사","실기합격률[%]","%","31.25","21.05","27.85","42.62","30.34",
"건설","필기접수[명]","명","20650","16860","24108","25244","27420",
"건설","필기응시[명]","명","15731","13059","16587","16413","18137",
"건설","필기합격[명]","명","4886","4918","5976","5654","6224",
"건설","필기합격률[%]","%","31.06","37.66","36.03","34.45","34.32",
"건설","실기접수[명]","명","6693","6850","8346","8933","9759",
"건설","실기응시[명]","명","5772","5736","7163","7511","8245",
"건설","실기합격[명]","명","3095","3124","3411","3081","3301",
"건설","실기합격률[%]","%","53.62","54.46","47.62","41.02","40.04",
"건축","필기접수[명]","명","10254","8408","12658","14370","14993",
"건축","필기응시[명]","명","7761","6618","8723","9417","9899",
"건축","필기합격[명]","명","2423","2670","3458","3438","3695",
"건축","필기합격률[%]","%","31.22","40.34","39.64","36.51","37.33",
"건축","실기접수[명]","명","3131","3654","4812","5725","6489",
"건축","실기응시[명]","명","2560","2899","3982","4678","5298",
"건축","실기합격[명]","명","1402","1424","1580","1432","1732",
"건축","실기합격률[%]","%","54.77","49.12","39.68","30.61","32.69",
"건축일반시공산업기사","필기접수[명]","명","83","132","115","86","87",
"건축일반시공산업기사","필기응시[명]","명","68","111","89","71","62",
"건축일반시공산업기사","필기합격[명]","명","43","84","61","55","31",
"건축일반시공산업기사","필기합격률[%]","%","63.24","75.68","68.54","77.46","50",
"건축일반시공산업기사","실기접수[명]","명","47","83","53","61","29",
"건축일반시공산업기사","실기응시[명]","명","38","79","50","57","28",
"건축일반시공산업기사","실기합격[명]","명","10","33","7","32","9",
"건축일반시공산업기사","실기합격률[%]","%","26.32","41.77","14","56.14","32.14",
"건축목공산업기사","필기접수[명]","명","116","107","125","125","150",
"건축목공산업기사","필기응시[명]","명","95","95","97","107","126",
"건축목공산업기사","필기합격[명]","명","80","76","78","86","85",
"건축목공산업기사","필기합격률[%]","%","84.21","80","80.41","80.37","67.46",
"건축목공산업기사","실기접수[명]","명","79","93","69","75","78",
"건축목공산업기사","실기응시[명]","명","70","88","59","66","65",
"건축목공산업기사","실기합격[명]","명","32","48","34","44","30",
"건축목공산업기사","실기합격률[%]","%","45.71","54.55","57.63","66.67","46.15",
"실내건축산업기사","필기접수[명]","명","2796","2501","3084","2746","2879",
"실내건축산업기사","필기응시[명]","명","2244","2038","2261","2004","2069",
"실내건축산업기사","필기합격[명]","명","1034","995","1107","617","672",
"실내건축산업기사","필기합격률[%]","%","46.08","48.82","48.96","30.79","32.48",
"실내건축산업기사","실기접수[명]","명","1137","1135","1210","816","711",
"실내건축산업기사","실기응시[명]","명","947","880","1013","651","590",
"실내건축산업기사","실기합격[명]","명","594","450","674","393","280",
"실내건축산업기사","실기합격률[%]","%","62.72","51.14","66.54","60.37","47.46",
"건축산업기사","필기접수[명]","명","5777","4462","6287","6952","6631",
"건축산업기사","필기응시[명]","명","4294","3437","4082","4016","4030",
"건축산업기사","필기합격[명]","명","867","1007","1090","1008","1137",
"건축산업기사","필기합격률[%]","%","20.19","29.3","26.7","25.1","28.21",
"건축산업기사","실기접수[명]","명","1146","1443","1963","2354","2458",
"건축산업기사","실기응시[명]","명","962","1196","1663","1984","2026",
"건축산업기사","실기합격[명]","명","667","765","588","370","870",
"건축산업기사","실기합격률[%]","%","69.33","63.96","35.36","18.65","42.94",
"건축설비산업기사","필기접수[명]","명","1250","1022","2731","4135","4877",
"건축설비산업기사","필기응시[명]","명","892","793","1953","2978","3339",
"건축설비산업기사","필기합격[명]","명","290","410","943","1507","1575",
"건축설비산업기사","필기합격률[%]","%","32.51","51.7","48.28","50.6","47.17",
"건축설비산업기사","실기접수[명]","명","575","747","1281","2205","2928",
"건축설비산업기사","실기응시[명]","명","422","527","1002","1736","2378",
"건축설비산업기사","실기합격[명]","명","77","100","181","559","502",
"건축설비산업기사","실기합격률[%]","%","18.25","18.98","18.06","32.2","21.11",
"방수산업기사","필기접수[명]","명","232","184","316","326","369",
"방수산업기사","필기응시[명]","명","168","144","241","241","273",
"방수산업기사","필기합격[명]","명","109","98","179","165","195",
"방수산업기사","필기합격률[%]","%","64.88","68.06","74.27","68.46","71.43",
"방수산업기사","실기접수[명]","명","147","153","236","214","285",
"방수산업기사","실기응시[명]","명","121","129","195","184","211",
"방수산업기사","실기합격[명]","명","22","28","96","34","41",
"방수산업기사","실기합격률[%]","%","18.18","21.71","49.23","18.48","19.43",
"토목","필기접수[명]","명","7540","5979","8105","8032","9414",
"토목","필기응시[명]","명","5742","4560","5552","5093","6266",
"토목","필기합격[명]","명","2012","1918","2110","1841","2122",
"토목","필기합격률[%]","%","35.04","42.06","38","36.15","33.87",
"토목","실기접수[명]","명","2837","2441","2828","2561","2626",
"토목","실기응시[명]","명","2637","2258","2612","2302","2370",
"토목","실기합격[명]","명","1506","1529","1614","1467","1421",
"토목","실기합격률[%]","%","57.11","67.71","61.79","63.73","59.96",
"콘크리트산업기사","필기접수[명]","명","608","519","828","743","907",
"콘크리트산업기사","필기응시[명]","명","410","364","536","466","561",
"콘크리트산업기사","필기합격[명]","명","131","137","188","162","162",
"콘크리트산업기사","필기합격률[%]","%","31.95","37.64","35.07","34.76","28.88",
"콘크리트산업기사","실기접수[명]","명","184","162","204","182","199",
"콘크리트산업기사","실기응시[명]","명","164","149","195","160","173",
"콘크리트산업기사","실기합격[명]","명","118","105","141","94","115",
"콘크리트산업기사","실기합격률[%]","%","71.95","70.47","72.31","58.75","66.47",
"토목산업기사","필기접수[명]","명","2022","1398","2067","2382","2656",
"토목산업기사","필기응시[명]","명","1460","1015","1362","1333","1565",
"토목산업기사","필기합격[명]","명","293","245","263","277","305",
"토목산업기사","필기합격률[%]","%","20.07","24.14","19.31","20.78","19.49",
"토목산업기사","실기접수[명]","명","344","287","313","397","361",
"토목산업기사","실기응시[명]","명","301","263","280","367","331",
"토목산업기사","실기합격[명]","명","225","218","205","237","244",
"토목산업기사","실기합격률[%]","%","74.75","82.89","73.21","64.58","73.72",
"측량및지형공간정보산업기사","필기접수[명]","명","1429","1034","1635","1628","1722",
"측량및지형공간정보산업기사","필기응시[명]","명","1049","736","1072","1048","1098",
"측량및지형공간정보산업기사","필기합격[명]","명","352","345","402","368","425",
"측량및지형공간정보산업기사","필기합격률[%]","%","33.56","46.88","37.5","35.11","38.71",
"측량및지형공간정보산업기사","실기접수[명]","명","505","441","520","487","582",
"측량및지형공간정보산업기사","실기응시[명]","명","475","407","481","442","521",
"측량및지형공간정보산업기사","실기합격[명]","명","325","274","327","329","356",
"측량및지형공간정보산업기사","실기합격률[%]","%","68.42","67.32","67.98","74.43","68.33",
"지적산업기사","필기접수[명]","명","2294","2172","2324","2149","1804",
"지적산업기사","필기응시[명]","명","1899","1798","1719","1472","1299",
"지적산업기사","필기합격[명]","명","848","876","868","694","570",
"지적산업기사","필기합격률[%]","%","44.66","48.72","50.49","47.15","43.88",
"지적산업기사","실기접수[명]","명","1281","1180","1230","1025","841",
"지적산업기사","실기응시[명]","명","1229","1109","1175","943","793",
"지적산업기사","실기합격[명]","명","696","764","753","588","490",
"지적산업기사","실기합격률[%]","%","56.63","68.89","64.09","62.35","61.79",
"해양조사산업기사","필기접수[명]","명","325","200","267","188","223",
"해양조사산업기사","필기응시[명]","명","274","165","221","150","171",
"해양조사산업기사","필기합격[명]","명","170","116","179","114","127",
"해양조사산업기사","필기합격률[%]","%","62.04","70.3","81","76","74.27",
"해양조사산업기사","실기접수[명]","명","213","203","224","182","147",
"해양조사산업기사","실기응시[명]","명","191","183","193","146","120",
"해양조사산업기사","실기합격[명]","명","18","68","54","83","74",
"해양조사산업기사","실기합격률[%]","%","9.42","37.16","27.98","56.85","61.67",
"항로표지산업기사","필기접수[명]","명","40","42","41","0","30",
"항로표지산업기사","필기응시[명]","명","35","32","35","0","17",
"항로표지산업기사","필기합격[명]","명","11","16","12","0","5",
"항로표지산업기사","필기합격률[%]","%","31.43","50","34.29","0","29.41",
"항로표지산업기사","실기접수[명]","명","15","15","17","7","6",
"항로표지산업기사","실기응시[명]","명","14","13","13","5","6",
"항로표지산업기사","실기합격[명]","명","10","6","0","2","3",
"항로표지산업기사","실기합격률[%]","%","71.43","46.15","0","40","50",
"잠수산업기사","필기접수[명]","명","184","130","177","252","234",
"잠수산업기사","필기응시[명]","명","154","112","146","200","184",
"잠수산업기사","필기합격[명]","명","94","68","74","91","97",
"잠수산업기사","필기합격률[%]","%","61.04","60.71","50.68","45.5","52.72",
"잠수산업기사","실기접수[명]","명","127","0","175","121","130",
"잠수산업기사","실기응시[명]","명","112","0","150","95","114",
"잠수산업기사","실기합격[명]","명","23","0","47","34","34",
"잠수산업기사","실기합격률[%]","%","20.54","0","31.33","35.79","29.82",
"건설재료시험산업기사","필기접수[명]","명","603","452","722","690","668",
"건설재료시험산업기사","필기응시[명]","명","433","316","438","424","440",
"건설재료시험산업기사","필기합격[명]","명","109","110","118","135","137",
"건설재료시험산업기사","필기합격률[%]","%","25.17","34.81","26.94","31.84","31.14",
"건설재료시험산업기사","실기접수[명]","명","157","147","138","160","137",
"건설재료시험산업기사","실기응시[명]","명","140","128","119","144","125",
"건설재료시험산업기사","실기합격[명]","명","85","92","87","100","93",
"건설재료시험산업기사","실기합격률[%]","%","60.71","71.88","73.11","69.44","74.4",
"철도토목산업기사","필기접수[명]","명","35","32","44","","",
"철도토목산업기사","필기응시[명]","명","28","22","23","","",
"철도토목산업기사","필기합격[명]","명","4","5","6","","",
"철도토목산업기사","필기합격률[%]","%","14.29","22.73","26.09","","",
"철도토목산업기사","실기접수[명]","명","11","6","7","","",
"철도토목산업기사","실기응시[명]","명","11","6","6","","",
"철도토목산업기사","실기합격[명]","명","6","2","0","","",
"철도토목산업기사","실기합격률[%]","%","54.55","33.33","0","","",
"공간정보융합산업기사","필기접수[명]","명","","","","","1170",
"공간정보융합산업기사","필기응시[명]","명","","","","","931",
"공간정보융합산업기사","필기합격[명]","명","","","","","294",
"공간정보융합산업기사","필기합격률[%]","%","","","","","31.58",
"공간정보융합산업기사","실기접수[명]","명","","","","","223",
"공간정보융합산업기사","실기응시[명]","명","","","","","187",
"공간정보융합산업기사","실기합격[명]","명","","","","","12",
"공간정보융합산업기사","실기합격률[%]","%","","","","","6.42",
"조경","필기접수[명]","명","2751","2399","3208","2842","2849",
"조경","필기응시[명]","명","2157","1834","2219","1903","1874",
"조경","필기합격[명]","명","417","307","369","375","366",
"조경","필기합격률[%]","%","19.33","16.74","16.63","19.71","19.53",
"조경","실기접수[명]","명","685","724","660","636","617",
"조경","실기응시[명]","명","542","556","527","522","555",
"조경","실기합격[명]","명","178","164","195","179","136",
"조경","실기합격률[%]","%","32.84","29.5","37","34.29","24.5",
"조경산업기사","필기접수[명]","명","2751","2399","3208","2842","2849",
"조경산업기사","필기응시[명]","명","2157","1834","2219","1903","1874",
"조경산업기사","필기합격[명]","명","417","307","369","375","366",
"조경산업기사","필기합격률[%]","%","19.33","16.74","16.63","19.71","19.53",
"조경산업기사","실기접수[명]","명","685","724","660","636","617",
"조경산업기사","실기응시[명]","명","542","556","527","522","555",
"조경산업기사","실기합격[명]","명","178","164","195","179","136",
"조경산업기사","실기합격률[%]","%","32.84","29.5","37","34.29","24.5",
"도시.교통","필기접수[명]","명","68","27","79","0","85",
"도시.교통","필기응시[명]","명","45","24","54","0","48",
"도시.교통","필기합격[명]","명","21","16","34","0","29",
"도시.교통","필기합격률[%]","%","46.67","66.67","62.96","0","60.42",
"도시.교통","실기접수[명]","명","31","21","39","7","19",
"도시.교통","실기응시[명]","명","24","18","35","5","15",
"도시.교통","실기합격[명]","명","8","7","22","3","11",
"도시.교통","실기합격률[%]","%","33.33","38.89","62.86","60","73.33",
"교통산업기사","필기접수[명]","명","68","27","79","0","85",
"교통산업기사","필기응시[명]","명","45","24","54","0","48",
"교통산업기사","필기합격[명]","명","21","16","34","0","29",
"교통산업기사","필기합격률[%]","%","46.67","66.67","62.96","0","60.42",
"교통산업기사","실기접수[명]","명","31","21","39","7","19",
"교통산업기사","실기응시[명]","명","24","18","35","5","15",
"교통산업기사","실기합격[명]","명","8","7","22","3","11",
"교통산업기사","실기합격률[%]","%","33.33","38.89","62.86","60","73.33",
"건설배관","필기접수[명]","명","37","47","58","0","79",
"건설배관","필기응시[명]","명","26","23","39","0","50",
"건설배관","필기합격[명]","명","13","7","5","0","12",
"건설배관","필기합격률[%]","%","50","30.43","12.82","0","24",
"건설배관","실기접수[명]","명","9","10","7","4","8",
"건설배관","실기응시[명]","명","9","5","7","4","7",
"건설배관","실기합격[명]","명","1","0","0","0","1",
"건설배관","실기합격률[%]","%","11.11","0","0","0","14.29",
"배관산업기사","필기접수[명]","명","37","47","58","0","79",
"배관산업기사","필기응시[명]","명","26","23","39","0","50",
"배관산업기사","필기합격[명]","명","13","7","5","0","12",
"배관산업기사","필기합격률[%]","%","50","30.43","12.82","0","24",
"배관산업기사","실기접수[명]","명","9","10","7","4","8",
"배관산업기사","실기응시[명]","명","9","5","7","4","7",
"배관산업기사","실기합격[명]","명","1","0","0","0","1",
"배관산업기사","실기합격률[%]","%","11.11","0","0","0","14.29",
"광업자원","필기접수[명]","명","187","163","150","128","140",
"광업자원","필기응시[명]","명","145","109","83","85","81",
"광업자원","필기합격[명]","명","49","45","31","35","38",
"광업자원","필기합격률[%]","%","33.79","41.28","37.35","41.18","46.91",
"광업자원","실기접수[명]","명","61","65","48","34","35",
"광업자원","실기응시[명]","명","56","56","44","32","27",
"광업자원","실기합격[명]","명","8","10","12","7","0",
"광업자원","실기합격률[%]","%","14.29","17.86","27.27","21.88","0",
"채광","필기접수[명]","명","187","163","150","128","140",
"채광","필기응시[명]","명","145","109","83","85","81",
"채광","필기합격[명]","명","49","45","31","35","38",
"채광","필기합격률[%]","%","33.79","41.28","37.35","41.18","46.91",
"채광","실기접수[명]","명","61","65","48","34","35",
"채광","실기응시[명]","명","56","56","44","32","27",
"채광","실기합격[명]","명","8","10","12","7","0",
"채광","실기합격률[%]","%","14.29","17.86","27.27","21.88","0",
"화약류관리산업기사","필기접수[명]","명","123","110","115","96","107",
"화약류관리산업기사","필기응시[명]","명","94","81","61","65","63",
"화약류관리산업기사","필기합격[명]","명","32","40","23","30","35",
"화약류관리산업기사","필기합격률[%]","%","34.04","49.38","37.7","46.15","55.56",
"화약류관리산업기사","실기접수[명]","명","40","55","40","29","29",
"화약류관리산업기사","실기응시[명]","명","35","46","37","27","23",
"화약류관리산업기사","실기합격[명]","명","1","7","6","7","0",
"화약류관리산업기사","실기합격률[%]","%","2.86","15.22","16.22","25.93","0",
"광산보안산업기사","필기접수[명]","명","64","53","35","32","33",
"광산보안산업기사","필기응시[명]","명","51","28","22","20","18",
"광산보안산업기사","필기합격[명]","명","17","5","8","5","3",
"광산보안산업기사","필기합격률[%]","%","33.33","17.86","36.36","25","16.67",
